LOAN_ID,CUSTOMER_ID,LOAN_TYPE,SANCTION_AMT,INT_RATE,TENURE_MTHS
LN-HM-08602,RET-08602,Personal Loan,680000.0,12.68,12
LN-HM-08603,RET-08603,Personal Loan,1260000.0,12.17,24
LN-HM-08604,RET-08604,Vehicle Loan,3250000.0,10.1,36
LN-HM-08605,RET-08605,Personal Loan,830000.0,13.59,48
LN-HM-08606,RET-08606,Home Loan,4160000.0,8.72,240
LN-HM-08607,RET-08607,Home Loan,4090000.0,9.44,120
LN-HM-08608,RET-08608,Vehicle Loan,2600000.0,10.08,84
LN-HM-08609,RET-08609,Personal Loan,1530000.0,13.27,36
LN-HM-08610,RET-08610,Personal Loan,1980000.0,11.19,36
LN-HM-08611,RET-08611,Home Loan,3370000.0,8.81,300
LN-HM-08612,RET-08612,Home Loan,4600000.0,8.87,300
LN-HM-08613,RET-08613,Home Loan,6020000.0,8.7,120
LN-HM-08614,RET-08614,Home Loan,3760000.0,8.72,180
LN-HM-08615,RET-08615,Home Loan,3730000.0,9.11,180
LN-HM-08616,RET-08616,Home Loan,3580000.0,8.78,240
LN-HM-08617,RET-08617,Home Loan,7110000.0,8.9,180
LN-HM-08618,RET-08618,Personal Loan,1920000.0,11.24,48
LN-HM-08619,RET-08619,Personal Loan,490000.0,12.18,36
LN-HM-08620,RET-08620,Home Loan,3490000.0,8.53,120
LN-HM-08621,RET-08621,Home Loan,2390000.0,8.96,240
LN-HM-08622,RET-08622,Personal Loan,990000.0,12.8,48
LN-HM-08623,RET-08623,Home Loan,9340000.0,8.54,300
LN-HM-08624,RET-08624,Home Loan,2510000.0,8.7,240
LN-HM-08625,RET-08625,Personal Loan,610000.0,11.74,36
LN-HM-08626,RET-08626,Home Loan,2680000.0,9.11,240
LN-HM-08627,RET-08627,Home Loan,2820000.0,8.76,240
LN-HM-08628,RET-08628,Home Loan,1830000.0,9.46,240
LN-HM-08629,RET-08629,Vehicle Loan,660000.0,9.22,72
LN-HM-08630,RET-08630,Home Loan,1900000.0,9.44,240
LN-HM-08631,RET-08631,Vehicle Loan,540000.0,10.82,72
LN-HM-08632,RET-08632,Home Loan,2300000.0,9.04,240
LN-HM-08633,RET-08633,Home Loan,5260000.0,8.73,180
LN-HM-08634,RET-08634,Vehicle Loan,320000.0,10.68,84
LN-HM-08635,RET-08635,Vehicle Loan,570000.0,10.15,84
LN-HM-08636,RET-08636,Vehicle Loan,1230000.0,9.47,84
LN-HM-08637,RET-08637,Home Loan,8700000.0,9.05,120
LN-HM-08638,RET-08638,Vehicle Loan,950000.0,10.74,36
LN-HM-08639,RET-08639,Home Loan,3260000.0,8.51,300
LN-HM-08640,RET-08640,Home Loan,2840000.0,8.89,240
LN-HM-08641,RET-08641,Home Loan,1460000.0,9.39,120
LN-HM-08642,RET-08642,Home Loan,3480000.0,9.41,240
LN-HM-08643,RET-08643,Home Loan,3650000.0,9.02,300
LN-HM-08644,RET-08644,Home Loan,6700000.0,8.81,300
LN-HM-08645,RET-08645,Personal Loan,2240000.0,11.75,36
LN-HM-08646,RET-08646,Personal Loan,190000.0,11.59,36
LN-HM-08647,RET-08647,Home Loan,1180000.0,9.46,240
LN-HM-08648,RET-08648,Home Loan,6050000.0,9.46,240
LN-HM-08649,RET-08649,Home Loan,1800000.0,8.95,120
LN-HM-08650,RET-08650,Personal Loan,590000.0,13.47,48
LN-HM-08651,RET-08651,Vehicle Loan,1100000.0,9.86,36
LN-HM-08652,RET-08652,Personal Loan,630000.0,13.17,24
LN-HM-08653,RET-08653,Home Loan,8110000.0,9.46,180
LN-HM-08654,RET-08654,Vehicle Loan,3500000.0,10.07,84
LN-HM-08655,RET-08655,Personal Loan,150000.0,13.71,24
LN-HM-08656,RET-08656,Vehicle Loan,360000.0,9.66,84
LN-HM-08657,RET-08657,Home Loan,2550000.0,9.14,240
LN-HM-08658,RET-08658,Home Loan,1800000.0,8.56,180
LN-HM-08659,RET-08659,Vehicle Loan,520000.0,10.84,84
LN-HM-08660,RET-08660,Vehicle Loan,1020000.0,10.92,84
LN-HM-08661,RET-08661,Personal Loan,320000.0,12.65,60
LN-HM-08662,RET-08662,Home Loan,1270000.0,9.12,120
LN-HM-08663,RET-08663,Personal Loan,330000.0,13.03,24
LN-HM-08664,RET-08664,Home Loan,8220000.0,9.43,120
LN-HM-08665,RET-08665,Home Loan,3040000.0,8.97,240
LN-HM-08666,RET-08666,Personal Loan,760000.0,13.79,60
LN-HM-08667,RET-08667,Personal Loan,330000.0,12.15,24
LN-HM-08668,RET-08668,Vehicle Loan,840000.0,9.51,36
LN-HM-08669,RET-08669,Personal Loan,1070000.0,12.06,12
LN-HM-08670,RET-08670,Vehicle Loan,1180000.0,9.91,72
LN-HM-08671,RET-08671,Home Loan,6880000.0,9.1,300
LN-HM-08672,RET-08672,Home Loan,1850000.0,8.52,240
LN-HM-08673,RET-08673,Vehicle Loan,660000.0,9.82,84
LN-HM-08674,RET-08674,Home Loan,7480000.0,8.75,240
LN-HM-08675,RET-08675,Home Loan,5530000.0,9.37,120
LN-HM-08676,RET-08676,Home Loan,3500000.0,8.74,300
LN-HM-08677,RET-08677,Personal Loan,1670000.0,11.38,12
LN-HM-08678,RET-08678,Vehicle Loan,480000.0,9.73,36
LN-HM-08679,RET-08679,Home Loan,1810000.0,8.98,240
LN-HM-08680,RET-08680,Home Loan,1140000.0,9.03,300
LN-HM-08681,RET-08681,Vehicle Loan,1660000.0,10.9,60
LN-HM-08682,RET-08682,Home Loan,2570000.0,9.4,120
LN-HM-08683,RET-08683,Personal Loan,560000.0,11.7,24
LN-HM-08684,RET-08684,Home Loan,2320000.0,8.5,240
LN-HM-08685,RET-08685,Home Loan,16170000.0,9.47,120
LN-HM-08686,RET-08686,Home Loan,2350000.0,9.12,120
LN-HM-08687,RET-08687,Personal Loan,2420000.0,11.29,60
LN-HM-08688,RET-08688,Personal Loan,880000.0,13.64,36
LN-HM-08689,RET-08689,Personal Loan,740000.0,13.92,60
LN-HM-08690,RET-08690,Personal Loan,1410000.0,13.52,36
LN-HM-08691,RET-08691,Personal Loan,680000.0,11.3,60
LN-HM-08692,RET-08692,Home Loan,2650000.0,8.59,240
LN-HM-08693,RET-08693,Personal Loan,1410000.0,12.03,12
LN-HM-08694,RET-08694,Personal Loan,2700000.0,11.14,12
LN-HM-08695,RET-08695,Home Loan,2660000.0,8.63,240
LN-HM-08696,RET-08696,Home Loan,3470000.0,8.61,300
LN-HM-08697,RET-08697,Personal Loan,750000.0,13.34,36
LN-HM-08698,RET-08698,Home Loan,1940000.0,9.0,120
LN-HM-08699,RET-08699,Vehicle Loan,540000.0,10.91,60
LN-HM-08700,RET-08700,Personal Loan,1830000.0,11.78,60
LN-HM-08701,RET-08701,Home Loan,1390000.0,8.64,240
LN-HM-08702,RET-08702,Home Loan,4290000.0,8.67,120
LN-HM-08703,RET-08703,Vehicle Loan,740000.0,9.74,48
LN-HM-08704,RET-08704,Vehicle Loan,2320000.0,9.61,36
LN-HM-08705,RET-08705,Home Loan,1870000.0,8.64,240
LN-HM-08706,RET-08706,Vehicle Loan,1060000.0,10.22,36
LN-HM-08707,RET-08707,Vehicle Loan,3250000.0,10.5,36
LN-HM-08708,RET-08708,Home Loan,4450000.0,9.09,240
LN-HM-08709,RET-08709,Home Loan,3600000.0,8.65,300
LN-HM-08710,RET-08710,Home Loan,5050000.0,8.95,180
LN-HM-08711,RET-08711,Home Loan,2260000.0,8.59,180
LN-HM-08712,RET-08712,Personal Loan,1580000.0,12.98,12
LN-HM-08713,RET-08713,Home Loan,3240000.0,9.01,300
LN-HM-08714,RET-08714,Personal Loan,910000.0,13.42,48
LN-HM-08715,RET-08715,Vehicle Loan,1330000.0,9.15,60
LN-HM-08716,RET-08716,Personal Loan,200000.0,11.57,12
LN-HM-08717,RET-08717,Home Loan,4180000.0,9.42,300
LN-HM-08718,RET-08718,Personal Loan,580000.0,13.68,48
LN-HM-08719,RET-08719,Personal Loan,260000.0,13.21,24
LN-HM-08720,RET-08720,Personal Loan,930000.0,12.38,36
LN-HM-08721,RET-08721,Vehicle Loan,1330000.0,10.53,84
LN-HM-08722,RET-08722,Home Loan,6020000.0,9.32,180
LN-HM-08723,RET-08723,Home Loan,1460000.0,9.1,120
LN-HM-08724,RET-08724,Vehicle Loan,990000.0,10.76,84
LN-HM-08725,RET-08725,Home Loan,1710000.0,8.51,240
LN-HM-08726,RET-08726,Home Loan,5440000.0,9.03,240
LN-HM-08727,RET-08727,Home Loan,2240000.0,9.47,120
LN-HM-08728,RET-08728,Home Loan,2350000.0,9.15,300
LN-HM-08729,RET-08729,Home Loan,2970000.0,8.79,240
LN-HM-08730,RET-08730,Home Loan,3440000.0,9.28,180
LN-HM-08731,RET-08731,Home Loan,7440000.0,9.07,300
LN-HM-08732,RET-08732,Home Loan,2510000.0,8.54,120
LN-HM-08733,RET-08733,Personal Loan,630000.0,12.26,12
LN-HM-08734,RET-08734,Home Loan,9880000.0,8.87,180
LN-HM-08735,RET-08735,Personal Loan,410000.0,12.31,12
LN-HM-08736,RET-08736,Home Loan,2910000.0,9.16,300
LN-HM-08737,RET-08737,Home Loan,1140000.0,8.9,300
LN-HM-08738,RET-08738,Vehicle Loan,470000.0,9.08,60
LN-HM-08739,RET-08739,Home Loan,2240000.0,9.28,180
LN-HM-08740,RET-08740,Personal Loan,660000.0,12.95,36
LN-HM-08741,RET-08741,Personal Loan,1020000.0,11.22,24
LN-HM-08742,RET-08742,Personal Loan,960000.0,12.05,24
LN-HM-08743,RET-08743,Home Loan,830000.0,9.33,300
LN-HM-08744,RET-08744,Vehicle Loan,660000.0,9.49,48
LN-HM-08745,RET-08745,Home Loan,3870000.0,8.72,300
LN-HM-08746,RET-08746,Home Loan,2240000.0,8.88,180
LN-HM-08747,RET-08747,Personal Loan,2570000.0,11.64,48
LN-HM-08748,RET-08748,Home Loan,5700000.0,9.22,180
LN-HM-08749,RET-08749,Home Loan,2620000.0,9.05,300
LN-HM-08750,RET-08750,Personal Loan,750000.0,11.06,60
LN-HM-08751,RET-08751,Vehicle Loan,850000.0,10.71,36
LN-HM-08752,RET-08752,Home Loan,2400000.0,9.16,180
LN-HM-08753,RET-08753,Vehicle Loan,2020000.0,10.56,36
LN-HM-08754,RET-08754,Personal Loan,820000.0,13.95,36
LN-HM-08755,RET-08755,Home Loan,3470000.0,8.64,120
LN-HM-08756,RET-08756,Personal Loan,690000.0,12.29,60
LN-HM-08757,RET-08757,Home Loan,2290000.0,9.26,300
LN-HM-08758,RET-08758,Vehicle Loan,1020000.0,10.7,60
LN-HM-08759,RET-08759,Home Loan,3470000.0,9.24,240
LN-HM-08760,RET-08760,Vehicle Loan,4060000.0,9.37,48
LN-HM-08761,RET-08761,Home Loan,1610000.0,9.32,120
LN-HM-08762,RET-08762,Home Loan,2120000.0,8.62,120
LN-HM-08763,RET-08763,Vehicle Loan,360000.0,9.83,36
LN-HM-08764,RET-08764,Vehicle Loan,860000.0,10.32,60
LN-HM-08765,RET-08765,Home Loan,790000.0,8.8,240
LN-HM-08766,RET-08766,Home Loan,6530000.0,9.08,240
LN-HM-08767,RET-08767,Home Loan,5150000.0,9.28,300
LN-HM-08768,RET-08768,Personal Loan,940000.0,11.66,12
LN-HM-08769,RET-08769,Home Loan,1770000.0,9.39,300
LN-HM-08770,RET-08770,Home Loan,1390000.0,8.84,240
LN-HM-08771,RET-08771,Personal Loan,640000.0,13.34,60
LN-HM-08772,RET-08772,Vehicle Loan,2050000.0,9.51,36
LN-HM-08773,RET-08773,Vehicle Loan,660000.0,9.55,84
LN-HM-08774,RET-08774,Vehicle Loan,3570000.0,10.02,48
LN-HM-08775,RET-08775,Home Loan,6610000.0,8.72,120
LN-HM-08776,RET-08776,Personal Loan,830000.0,12.95,48
LN-HM-08777,RET-08777,Personal Loan,320000.0,12.1,60
LN-HM-08778,RET-08778,Home Loan,2090000.0,8.67,240
LN-HM-08779,RET-08779,Home Loan,7640000.0,9.25,120
LN-HM-08780,RET-08780,Home Loan,1790000.0,9.08,180
LN-HM-08781,RET-08781,Personal Loan,1090000.0,11.51,24
LN-HM-08782,RET-08782,Personal Loan,670000.0,11.9,60
LN-HM-08783,RET-08783,Home Loan,6590000.0,9.02,180
LN-HM-08784,RET-08784,Personal Loan,270000.0,13.6,12
LN-HM-08785,RET-08785,Home Loan,2530000.0,8.73,180
LN-HM-08786,RET-08786,Home Loan,2160000.0,9.1,300
LN-HM-08787,RET-08787,Personal Loan,640000.0,12.81,48
LN-HM-08788,RET-08788,Home Loan,7060000.0,8.79,120
LN-HM-08789,RET-08789,Personal Loan,660000.0,13.98,36
LN-HM-08790,RET-08790,Vehicle Loan,990000.0,9.01,48
LN-HM-08791,RET-08791,Personal Loan,2430000.0,11.69,60
LN-HM-08792,RET-08792,Vehicle Loan,1610000.0,10.63,84
LN-HM-08793,RET-08793,Home Loan,8100000.0,8.67,180
LN-HM-08794,RET-08794,Personal Loan,360000.0,11.92,36
LN-HM-08795,RET-08795,Home Loan,4860000.0,9.18,120
LN-HM-08796,RET-08796,Vehicle Loan,950000.0,9.56,48
LN-HM-08797,RET-08797,Home Loan,2830000.0,8.98,180
LN-HM-08798,RET-08798,Home Loan,5130000.0,8.71,300
LN-HM-08799,RET-08799,Home Loan,3600000.0,9.38,180
LN-HM-08800,RET-08800,Vehicle Loan,1080000.0,9.04,84
LN-HM-08801,RET-08801,Home Loan,15640000.0,8.95,300
LN-HM-08802,RET-08802,Personal Loan,820000.0,13.22,12
LN-HM-08803,RET-08803,Personal Loan,1080000.0,13.61,60
LN-HM-08804,RET-08804,Vehicle Loan,1580000.0,9.84,36
LN-HM-08805,RET-08805,Personal Loan,1140000.0,11.45,24
LN-HM-08806,RET-08806,Home Loan,1290000.0,9.19,120
LN-HM-08807,RET-08807,Personal Loan,310000.0,11.41,12
LN-HM-08808,RET-08808,Personal Loan,580000.0,13.17,12
LN-HM-08809,RET-08809,Personal Loan,860000.0,12.6,48
LN-HM-08810,RET-08810,Home Loan,1460000.0,8.85,300
LN-HM-08811,RET-08811,Vehicle Loan,2240000.0,9.93,84
LN-HM-08812,RET-08812,Home Loan,2380000.0,8.81,300
LN-HM-08813,RET-08813,Vehicle Loan,2150000.0,9.44,60
LN-HM-08814,RET-08814,Personal Loan,360000.0,13.61,24
LN-HM-08815,RET-08815,Vehicle Loan,2160000.0,10.24,48
LN-HM-08816,RET-08816,Personal Loan,560000.0,13.37,24
LN-HM-08817,RET-08817,Personal Loan,1780000.0,12.46,36
LN-HM-08818,RET-08818,Vehicle Loan,840000.0,9.76,84
LN-HM-08819,RET-08819,Home Loan,5550000.0,8.66,240
LN-HM-08820,RET-08820,Vehicle Loan,1250000.0,9.66,72
LN-HM-08821,RET-08821,Personal Loan,690000.0,11.17,24
LN-HM-08822,RET-08822,Personal Loan,440000.0,12.12,24
LN-HM-08823,RET-08823,Personal Loan,530000.0,11.98,12
LN-HM-08824,RET-08824,Vehicle Loan,340000.0,10.42,84
LN-HM-08825,RET-08825,Home Loan,3180000.0,8.68,180
LN-HM-08826,RET-08826,Vehicle Loan,870000.0,9.12,48
LN-HM-08827,RET-08827,Home Loan,1240000.0,9.31,240
LN-HM-08828,RET-08828,Vehicle Loan,1200000.0,10.79,84
LN-HM-08829,RET-08829,Personal Loan,890000.0,13.8,36
LN-HM-08830,RET-08830,Home Loan,2680000.0,9.31,120
LN-HM-08831,RET-08831,Home Loan,5820000.0,8.58,300
LN-HM-08832,RET-08832,Home Loan,2590000.0,8.99,120
LN-HM-08833,RET-08833,Home Loan,2340000.0,9.24,180
LN-HM-08834,RET-08834,Personal Loan,590000.0,13.04,36
LN-HM-08835,RET-08835,Personal Loan,300000.0,11.19,48
LN-HM-08836,RET-08836,Home Loan,3910000.0,9.16,240
LN-HM-08837,RET-08837,Home Loan,4090000.0,8.59,240
LN-HM-08838,RET-08838,Vehicle Loan,2100000.0,9.19,84
LN-HM-08839,RET-08839,Home Loan,2500000.0,9.47,300
LN-HM-08840,RET-08840,Vehicle Loan,380000.0,9.08,48
LN-HM-08841,RET-08841,Home Loan,1080000.0,8.72,120
LN-HM-08842,RET-08842,Personal Loan,900000.0,12.88,12
LN-HM-08843,RET-08843,Personal Loan,790000.0,12.99,36
LN-HM-08844,RET-08844,Home Loan,7730000.0,8.69,120
LN-HM-08845,RET-08845,Home Loan,1490000.0,8.58,180
LN-HM-08846,RET-08846,Home Loan,5150000.0,8.82,300
LN-HM-08847,RET-08847,Home Loan,11200000.0,8.88,240
LN-HM-08848,RET-08848,Home Loan,3470000.0,8.92,240
LN-HM-08849,RET-08849,Personal Loan,250000.0,13.16,24
LN-HM-08850,RET-08850,Vehicle Loan,4440000.0,10.72,36
LN-HM-08851,RET-08851,Personal Loan,1900000.0,11.79,12
LN-HM-08852,RET-08852,Home Loan,2620000.0,8.89,120
LN-HM-08853,RET-08853,Vehicle Loan,2170000.0,9.58,48
LN-HM-08854,RET-08854,Home Loan,6240000.0,9.36,120
LN-HM-08855,RET-08855,Personal Loan,1360000.0,13.6,12
LN-HM-08856,RET-08856,Vehicle Loan,430000.0,10.35,72
LN-HM-08857,RET-08857,Personal Loan,1320000.0,13.12,36
LN-HM-08858,RET-08858,Home Loan,7870000.0,8.59,300
LN-HM-08859,RET-08859,Personal Loan,1220000.0,12.46,36
LN-HM-08860,RET-08860,Personal Loan,890000.0,11.16,24
LN-HM-08861,RET-08861,Home Loan,3150000.0,9.24,120
LN-HM-08862,RET-08862,Personal Loan,630000.0,13.04,24
LN-HM-08863,RET-08863,Personal Loan,360000.0,13.59,48
LN-HM-08864,RET-08864,Home Loan,6800000.0,8.89,120
LN-HM-08865,RET-08865,Home Loan,2850000.0,8.78,180
LN-HM-08866,RET-08866,Vehicle Loan,510000.0,9.2,84
LN-HM-08867,RET-08867,Personal Loan,1590000.0,12.32,36
LN-HM-08868,RET-08868,Home Loan,2360000.0,9.36,120
LN-HM-08869,RET-08869,Personal Loan,360000.0,12.87,24
LN-HM-08870,RET-08870,Personal Loan,560000.0,11.76,60
LN-HM-08871,RET-08871,Vehicle Loan,780000.0,9.73,60
LN-HM-08872,RET-08872,Vehicle Loan,1030000.0,10.08,60
LN-HM-08873,RET-08873,Personal Loan,570000.0,13.46,12
LN-HM-08874,RET-08874,Home Loan,5480000.0,9.26,300
LN-HM-08875,RET-08875,Personal Loan,540000.0,12.93,48
LN-HM-08876,RET-08876,Home Loan,2940000.0,9.27,120
LN-HM-08877,RET-08877,Personal Loan,850000.0,13.63,36
LN-HM-08878,RET-08878,Home Loan,3240000.0,9.21,300
LN-HM-08879,RET-08879,Home Loan,3410000.0,8.65,180
LN-HM-08880,RET-08880,Vehicle Loan,1920000.0,10.09,60
LN-HM-08881,RET-08881,Personal Loan,690000.0,11.84,60
LN-HM-08882,RET-08882,Home Loan,3840000.0,9.1,240
LN-HM-08883,RET-08883,Home Loan,1510000.0,8.76,300
LN-HM-08884,RET-08884,Home Loan,4840000.0,9.19,120
LN-HM-08885,RET-08885,Vehicle Loan,920000.0,9.72,48
LN-HM-08886,RET-08886,Home Loan,6020000.0,9.48,120
LN-HM-08887,RET-08887,Vehicle Loan,850000.0,10.67,48
LN-HM-08888,RET-08888,Vehicle Loan,1520000.0,10.49,48
LN-HM-08889,RET-08889,Home Loan,4760000.0,9.18,240
LN-HM-08890,RET-08890,Home Loan,2750000.0,8.91,120
LN-HM-08891,RET-08891,Home Loan,2040000.0,8.62,240
LN-HM-08892,RET-08892,Personal Loan,550000.0,13.87,48
LN-HM-08893,RET-08893,Home Loan,3750000.0,8.83,180
LN-HM-08894,RET-08894,Personal Loan,410000.0,13.26,36
LN-HM-08895,RET-08895,Vehicle Loan,1100000.0,9.29,60
LN-HM-08896,RET-08896,Home Loan,2580000.0,9.06,240
LN-HM-08897,RET-08897,Personal Loan,690000.0,12.4,36
LN-HM-08898,RET-08898,Vehicle Loan,1600000.0,9.51,60
LN-HM-08899,RET-08899,Home Loan,1770000.0,9.2,300
LN-HM-08900,RET-08900,Personal Loan,520000.0,13.74,36
LN-HM-08901,RET-08901,Home Loan,1750000.0,8.51,120
LN-HM-08902,RET-08902,Home Loan,4220000.0,9.1,120
LN-HM-08903,RET-08903,Home Loan,4220000.0,9.04,120
LN-HM-08904,RET-08904,Vehicle Loan,950000.0,10.85,84
LN-HM-08905,RET-08905,Personal Loan,550000.0,11.71,48
LN-HM-08906,RET-08906,Home Loan,3900000.0,9.4,180
LN-HM-08907,RET-08907,Home Loan,4120000.0,8.57,120
LN-HM-08908,RET-08908,Home Loan,4100000.0,8.85,240
LN-HM-08909,RET-08909,Personal Loan,3030000.0,13.35,48
LN-HM-08910,RET-08910,Vehicle Loan,890000.0,9.58,48
LN-HM-08911,RET-08911,Home Loan,2160000.0,9.23,300
LN-HM-08912,RET-08912,Home Loan,6250000.0,8.99,180
LN-HM-08913,RET-08913,Personal Loan,480000.0,13.44,24
LN-HM-08914,RET-08914,Home Loan,11390000.0,9.34,180
LN-HM-08915,RET-08915,Vehicle Loan,1230000.0,10.62,36
LN-HM-08916,RET-08916,Vehicle Loan,1280000.0,9.34,72
LN-HM-08917,RET-08917,Personal Loan,500000.0,13.59,48
LN-HM-08918,RET-08918,Vehicle Loan,1540000.0,10.86,84
LN-HM-08919,RET-08919,Home Loan,1810000.0,9.4,240
LN-HM-08920,RET-08920,Home Loan,10940000.0,8.78,120
LN-HM-08921,RET-08921,Home Loan,3610000.0,8.94,120
LN-HM-08922,RET-08922,Home Loan,5390000.0,9.24,300
LN-HM-08923,RET-08923,Vehicle Loan,670000.0,10.86,48
LN-HM-08924,RET-08924,Personal Loan,490000.0,11.92,12
LN-HM-08925,RET-08925,Home Loan,1840000.0,9.31,120
LN-HM-08926,RET-08926,Home Loan,6020000.0,8.71,120
LN-HM-08927,RET-08927,Personal Loan,220000.0,11.1,24
LN-HM-08928,RET-08928,Home Loan,3760000.0,9.44,180
LN-HM-08929,RET-08929,Vehicle Loan,670000.0,10.63,60
LN-HM-08930,RET-08930,Vehicle Loan,470000.0,9.19,60
LN-HM-08931,RET-08931,Home Loan,1370000.0,8.78,300
LN-HM-08932,RET-08932,Personal Loan,550000.0,13.53,24
LN-HM-08933,RET-08933,Vehicle Loan,730000.0,9.89,84
LN-HM-08934,RET-08934,Personal Loan,370000.0,11.01,24
LN-HM-08935,RET-08935,Home Loan,2770000.0,9.03,120
LN-HM-08936,RET-08936,Home Loan,5400000.0,8.95,180
LN-HM-08937,RET-08937,Home Loan,4170000.0,8.65,300
LN-HM-08938,RET-08938,Personal Loan,470000.0,11.05,48
LN-HM-08939,RET-08939,Home Loan,4700000.0,9.49,180
LN-HM-08940,RET-08940,Personal Loan,960000.0,12.48,36
LN-HM-08941,RET-08941,Home Loan,1450000.0,8.64,300
LN-HM-08942,RET-08942,Home Loan,3990000.0,8.61,180
LN-HM-08943,RET-08943,Personal Loan,560000.0,11.57,48
LN-HM-08944,RET-08944,Home Loan,5610000.0,8.59,120
LN-HM-08945,RET-08945,Personal Loan,730000.0,12.18,48
LN-HM-08946,RET-08946,Home Loan,1060000.0,9.4,240
LN-HM-08947,RET-08947,Home Loan,5310000.0,8.64,120
LN-HM-08948,RET-08948,Home Loan,1700000.0,8.5,180
LN-HM-08949,RET-08949,Personal Loan,290000.0,13.32,24
LN-HM-08950,RET-08950,Home Loan,6910000.0,8.99,240
LN-HM-08951,RET-08951,Personal Loan,340000.0,11.54,36
LN-HM-08952,RET-08952,Home Loan,5800000.0,8.53,180
LN-HM-08953,RET-08953,Personal Loan,300000.0,13.46,36
LN-HM-08954,RET-08954,Personal Loan,1180000.0,12.6,48
LN-HM-08955,RET-08955,Vehicle Loan,1050000.0,10.65,48
LN-HM-08956,RET-08956,Personal Loan,770000.0,13.65,36
LN-HM-08957,RET-08957,Home Loan,3050000.0,9.26,240
LN-HM-08958,RET-08958,Home Loan,10220000.0,8.97,180
LN-HM-08959,RET-08959,Home Loan,7980000.0,8.76,300
LN-HM-08960,RET-08960,Home Loan,1210000.0,8.7,180
LN-HM-08961,RET-08961,Home Loan,6000000.0,8.85,300
LN-HM-08962,RET-08962,Vehicle Loan,750000.0,9.17,48
LN-HM-08963,RET-08963,Personal Loan,1350000.0,11.48,36
LN-HM-08964,RET-08964,Home Loan,1220000.0,9.17,180
LN-HM-08965,RET-08965,Personal Loan,620000.0,12.6,36
LN-HM-08966,RET-08966,Home Loan,1360000.0,9.25,120
LN-HM-08967,RET-08967,Vehicle Loan,730000.0,10.17,48
LN-HM-08968,RET-08968,Home Loan,3050000.0,9.04,180
LN-HM-08969,RET-08969,Personal Loan,590000.0,13.07,12
LN-HM-08970,RET-08970,Home Loan,1550000.0,8.62,300
LN-HM-08971,RET-08971,Personal Loan,530000.0,12.43,60
LN-HM-08972,RET-08972,Personal Loan,370000.0,13.13,60
LN-HM-08973,RET-08973,Home Loan,4100000.0,9.21,300
LN-HM-08974,RET-08974,Home Loan,10780000.0,9.12,180
LN-HM-08975,RET-08975,Personal Loan,220000.0,12.31,48
LN-HM-08976,RET-08976,Home Loan,2820000.0,8.62,300
LN-HM-08977,RET-08977,Personal Loan,1670000.0,13.15,36
LN-HM-08978,RET-08978,Vehicle Loan,520000.0,10.41,60
LN-HM-08979,RET-08979,Home Loan,1410000.0,8.65,240
LN-HM-08980,RET-08980,Home Loan,1300000.0,8.87,240
LN-HM-08981,RET-08981,Personal Loan,340000.0,13.42,60
LN-HM-08982,RET-08982,Vehicle Loan,2000000.0,10.71,36
LN-HM-08983,RET-08983,Home Loan,4790000.0,8.98,300
LN-HM-08984,RET-08984,Home Loan,4960000.0,8.52,120
LN-HM-08985,RET-08985,Home Loan,6540000.0,9.15,240
LN-HM-08986,RET-08986,Home Loan,2010000.0,8.51,180
LN-HM-08987,RET-08987,Personal Loan,4130000.0,11.17,24
LN-HM-08988,RET-08988,Home Loan,3470000.0,8.9,120
LN-HM-08989,RET-08989,Personal Loan,670000.0,12.38,48
LN-HM-08990,RET-08990,Home Loan,5660000.0,9.26,120
LN-HM-08991,RET-08991,Home Loan,3700000.0,8.92,240
LN-HM-08992,RET-08992,Vehicle Loan,3030000.0,10.85,36
LN-HM-08993,RET-08993,Home Loan,9260000.0,8.74,300
LN-HM-08994,RET-08994,Vehicle Loan,1080000.0,9.86,72
LN-HM-08995,RET-08995,Personal Loan,1050000.0,12.34,24
LN-HM-08996,RET-08996,Home Loan,2520000.0,9.45,240
LN-HM-08997,RET-08997,Vehicle Loan,350000.0,11.0,72
LN-HM-08998,RET-08998,Home Loan,6200000.0,8.53,120
LN-HM-08999,RET-08999,Personal Loan,850000.0,11.77,36
LN-HM-09000,RET-09000,Home Loan,1230000.0,8.88,300
LN-HM-09001,RET-09001,Personal Loan,530000.0,12.4,36
LN-HM-09002,RET-09002,Home Loan,2880000.0,9.06,120
LN-HM-09003,RET-09003,Home Loan,3770000.0,8.94,300
LN-HM-09004,RET-09004,Personal Loan,2240000.0,12.81,60
LN-HM-09005,RET-09005,Vehicle Loan,690000.0,9.54,72
LN-HM-09006,RET-09006,Home Loan,3070000.0,9.44,180
LN-HM-09007,RET-09007,Home Loan,4230000.0,8.84,300
LN-HM-09008,RET-09008,Home Loan,2530000.0,8.78,180
LN-HM-09009,RET-09009,Vehicle Loan,630000.0,9.25,60
LN-HM-09010,RET-09010,Personal Loan,630000.0,11.8,24
LN-HM-09011,RET-09011,Personal Loan,870000.0,11.52,12
LN-HM-09012,RET-09012,Personal Loan,590000.0,13.68,36
LN-HM-09013,RET-09013,Personal Loan,1270000.0,12.37,36
LN-HM-09014,RET-09014,Personal Loan,1070000.0,12.16,48
LN-HM-09015,RET-09015,Personal Loan,300000.0,12.43,60
LN-HM-09016,RET-09016,Home Loan,920000.0,9.12,300
