BUREAU_ID,CUSTOMER_ID,CREDIT_SCORE,ACTIVE_LINES,INQUIRIES_6M
BUR-07798,RET-07798,702,2,0
BUR-07799,RET-07799,765,3,0
BUR-07800,RET-07800,843,1,0
BUR-07801,RET-07801,866,2,0
BUR-07802,RET-07802,855,4,0
BUR-07803,RET-07803,651,2,2
BUR-07804,RET-07804,865,1,0
BUR-07805,RET-07805,754,2,0
BUR-07806,RET-07806,593,3,0
BUR-07807,RET-07807,754,2,1
BUR-07808,RET-07808,806,0,1
BUR-07809,RET-07809,782,0,1
BUR-07810,RET-07810,716,1,0
BUR-07811,RET-07811,425,4,1
BUR-07812,RET-07812,717,3,1
BUR-07813,RET-07813,745,3,1
BUR-07814,RET-07814,609,0,0
BUR-07815,RET-07815,729,2,1
BUR-07816,RET-07816,875,2,0
BUR-07817,RET-07817,560,5,2
BUR-07818,RET-07818,803,2,0
BUR-07819,RET-07819,782,2,0
BUR-07820,RET-07820,711,2,0
BUR-07821,RET-07821,834,3,1
BUR-07822,RET-07822,780,1,0
BUR-07823,RET-07823,894,3,0
BUR-07824,RET-07824,825,3,0
BUR-07825,RET-07825,883,0,0
BUR-07826,RET-07826,831,0,0
BUR-07827,RET-07827,701,2,1
BUR-07828,RET-07828,738,1,0
BUR-07829,RET-07829,506,2,0
BUR-07830,RET-07830,742,2,1
BUR-07831,RET-07831,759,1,0
BUR-07832,RET-07832,777,1,0
BUR-07833,RET-07833,772,5,1
BUR-07834,RET-07834,746,0,1
BUR-07835,RET-07835,646,6,0
BUR-07836,RET-07836,761,1,0
BUR-07837,RET-07837,849,2,0
BUR-07838,RET-07838,685,1,3
BUR-07839,RET-07839,767,2,0
BUR-07840,RET-07840,677,4,0
BUR-07841,RET-07841,832,1,1
BUR-07842,RET-07842,492,0,1
BUR-07843,RET-07843,656,1,1
BUR-07844,RET-07844,808,2,1
BUR-07845,RET-07845,876,4,0
BUR-07846,RET-07846,873,3,0
BUR-07847,RET-07847,873,3,0
BUR-07848,RET-07848,723,1,0
BUR-07849,RET-07849,656,4,0
BUR-07850,RET-07850,678,2,1
BUR-07851,RET-07851,851,1,0
BUR-07852,RET-07852,752,6,4
BUR-07853,RET-07853,840,1,0
BUR-07854,RET-07854,713,3,0
BUR-07855,RET-07855,744,1,1
BUR-07856,RET-07856,877,0,0
BUR-07857,RET-07857,788,0,0
BUR-07858,RET-07858,644,4,0
BUR-07859,RET-07859,648,4,0
BUR-07860,RET-07860,769,2,1
BUR-07861,RET-07861,687,0,2
BUR-07862,RET-07862,716,3,1
BUR-07863,RET-07863,679,2,0
BUR-07864,RET-07864,703,1,0
BUR-07865,RET-07865,748,3,1
BUR-07866,RET-07866,646,3,1
BUR-07867,RET-07867,732,2,0
BUR-07868,RET-07868,735,4,0
BUR-07869,RET-07869,822,2,0
BUR-07870,RET-07870,800,2,0
BUR-07871,RET-07871,851,1,0
BUR-07872,RET-07872,603,2,2
BUR-07873,RET-07873,774,1,0
BUR-07874,RET-07874,712,4,0
BUR-07875,RET-07875,843,5,0
BUR-07876,RET-07876,612,2,1
BUR-07877,RET-07877,684,4,0
BUR-07878,RET-07878,788,2,0
BUR-07879,RET-07879,830,2,0
BUR-07880,RET-07880,845,2,1
BUR-07881,RET-07881,804,4,2
BUR-07882,RET-07882,419,0,0
BUR-07883,RET-07883,576,1,0
BUR-07884,RET-07884,548,1,1
BUR-07885,RET-07885,419,3,0
BUR-07886,RET-07886,760,4,0
BUR-07887,RET-07887,508,3,1
BUR-07888,RET-07888,621,9,2
BUR-07889,RET-07889,835,1,0
BUR-07890,RET-07890,716,0,1
BUR-07891,RET-07891,598,1,0
BUR-07892,RET-07892,808,1,0
BUR-07893,RET-07893,804,1,0
BUR-07894,RET-07894,670,0,0
BUR-07895,RET-07895,828,2,1
BUR-07896,RET-07896,678,2,0
BUR-07897,RET-07897,856,3,0
BUR-07898,RET-07898,829,4,0
BUR-07899,RET-07899,836,0,0
BUR-07900,RET-07900,808,3,0
BUR-07901,RET-07901,687,3,0
BUR-07902,RET-07902,833,3,0
BUR-07903,RET-07903,799,1,0
BUR-07904,RET-07904,795,1,0
BUR-07905,RET-07905,575,1,1
BUR-07906,RET-07906,589,1,0
BUR-07907,RET-07907,787,2,0
BUR-07908,RET-07908,691,5,0
BUR-07909,RET-07909,596,3,0
BUR-07910,RET-07910,640,3,0
BUR-07911,RET-07911,825,2,1
BUR-07912,RET-07912,746,2,0
BUR-07913,RET-07913,815,1,0
BUR-07914,RET-07914,726,0,0
BUR-07915,RET-07915,581,3,1
BUR-07916,RET-07916,596,0,0
BUR-07917,RET-07917,857,2,1
BUR-07918,RET-07918,731,3,0
BUR-07919,RET-07919,744,3,0
BUR-07920,RET-07920,787,0,0
BUR-07921,RET-07921,614,1,0
BUR-07922,RET-07922,829,2,0
BUR-07923,RET-07923,628,3,0
BUR-07924,RET-07924,801,4,0
BUR-07925,RET-07925,701,2,0
BUR-07926,RET-07926,655,2,1
BUR-07927,RET-07927,636,4,1
BUR-07928,RET-07928,610,4,0
BUR-07929,RET-07929,850,1,0
BUR-07930,RET-07930,695,1,0
BUR-07931,RET-07931,853,1,2
BUR-07932,RET-07932,580,2,1
BUR-07933,RET-07933,742,0,0
BUR-07934,RET-07934,851,1,1
BUR-07935,RET-07935,701,1,0
BUR-07936,RET-07936,697,2,0
BUR-07937,RET-07937,778,1,0
BUR-07938,RET-07938,779,3,0
BUR-07939,RET-07939,783,1,1
BUR-07940,RET-07940,806,6,1
BUR-07941,RET-07941,588,4,0
BUR-07942,RET-07942,623,1,1
BUR-07943,RET-07943,685,3,0
BUR-07944,RET-07944,764,2,0
BUR-07945,RET-07945,667,0,1
BUR-07946,RET-07946,541,0,0
BUR-07947,RET-07947,743,5,0
BUR-07948,RET-07948,771,2,0
BUR-07949,RET-07949,759,2,0
BUR-07950,RET-07950,629,3,0
BUR-07951,RET-07951,848,0,1
BUR-07952,RET-07952,761,1,0
BUR-07953,RET-07953,819,3,0
BUR-07954,RET-07954,762,0,2
BUR-07955,RET-07955,732,3,1
BUR-07956,RET-07956,691,6,0
BUR-07957,RET-07957,741,2,1
BUR-07958,RET-07958,779,4,0
BUR-07959,RET-07959,655,0,0
BUR-07960,RET-07960,605,4,0
BUR-07961,RET-07961,675,2,0
BUR-07962,RET-07962,686,4,1
BUR-07963,RET-07963,756,1,2
BUR-07964,RET-07964,872,3,0
BUR-07965,RET-07965,865,1,0
BUR-07966,RET-07966,807,0,1
BUR-07967,RET-07967,631,1,1
BUR-07968,RET-07968,780,4,1
BUR-07969,RET-07969,696,0,0
BUR-07970,RET-07970,708,2,0
BUR-07971,RET-07971,822,2,3
BUR-07972,RET-07972,876,5,0
BUR-07973,RET-07973,636,1,0
BUR-07974,RET-07974,704,1,0
BUR-07975,RET-07975,655,4,0
BUR-07976,RET-07976,711,2,3
BUR-07977,RET-07977,560,5,0
BUR-07978,RET-07978,813,5,1
BUR-07979,RET-07979,736,2,1
BUR-07980,RET-07980,825,0,0
BUR-07981,RET-07981,701,0,0
BUR-07982,RET-07982,827,3,1
BUR-07983,RET-07983,648,2,1
BUR-07984,RET-07984,676,3,0
BUR-07985,RET-07985,715,3,0
BUR-07986,RET-07986,710,2,0
BUR-07987,RET-07987,856,1,0
BUR-07988,RET-07988,713,2,1
BUR-07989,RET-07989,772,2,0
BUR-07990,RET-07990,849,0,0
BUR-07991,RET-07991,592,3,0
BUR-07992,RET-07992,871,1,0
BUR-07993,RET-07993,713,1,0
BUR-07994,RET-07994,868,1,0
BUR-07995,RET-07995,778,1,1
BUR-07996,RET-07996,868,4,1
BUR-07997,RET-07997,458,1,0
BUR-07998,RET-07998,799,0,1
BUR-07999,RET-07999,647,2,0
BUR-08000,RET-08000,753,5,0
BUR-08001,RET-08001,710,5,0
BUR-08002,RET-08002,719,3,1
BUR-08003,RET-08003,874,0,0
BUR-08004,RET-08004,846,2,0
BUR-08005,RET-08005,812,1,0
BUR-08006,RET-08006,709,2,0
BUR-08007,RET-08007,628,3,0
BUR-08008,RET-08008,554,1,0
BUR-08009,RET-08009,863,0,1
BUR-08010,RET-08010,863,4,0
BUR-08011,RET-08011,561,5,1
BUR-08012,RET-08012,599,3,0
BUR-08013,RET-08013,822,2,1
BUR-08014,RET-08014,716,2,0
BUR-08015,RET-08015,786,2,0
BUR-08016,RET-08016,695,1,0
BUR-08017,RET-08017,833,2,0
BUR-08018,RET-08018,845,0,1
BUR-08019,RET-08019,875,2,2
BUR-08020,RET-08020,678,2,0
BUR-08021,RET-08021,629,3,0
BUR-08022,RET-08022,802,2,1
BUR-08023,RET-08023,671,2,0
BUR-08024,RET-08024,704,1,0
BUR-08025,RET-08025,826,3,1
BUR-08026,RET-08026,657,2,0
BUR-08027,RET-08027,709,0,1
BUR-08028,RET-08028,801,1,0
BUR-08029,RET-08029,831,1,1
BUR-08030,RET-08030,560,2,1
BUR-08031,RET-08031,789,0,2
BUR-08032,RET-08032,875,1,1
BUR-08033,RET-08033,553,3,0
BUR-08034,RET-08034,660,0,0
BUR-08035,RET-08035,619,1,1
BUR-08036,RET-08036,498,1,1
BUR-08037,RET-08037,759,4,1
BUR-08038,RET-08038,660,4,1
BUR-08039,RET-08039,687,1,0
BUR-08040,RET-08040,676,3,1
BUR-08041,RET-08041,798,5,0
BUR-08042,RET-08042,738,1,1
BUR-08043,RET-08043,680,3,1
BUR-08044,RET-08044,581,1,0
BUR-08045,RET-08045,834,2,0
BUR-08046,RET-08046,666,4,0
BUR-08047,RET-08047,619,2,0
BUR-08048,RET-08048,719,0,3
BUR-08049,RET-08049,456,4,1
BUR-08050,RET-08050,651,1,0
BUR-08051,RET-08051,693,1,1
BUR-08052,RET-08052,695,1,0
BUR-08053,RET-08053,782,3,1
BUR-08054,RET-08054,771,0,0
BUR-08055,RET-08055,595,1,1
BUR-08056,RET-08056,776,0,3
BUR-08057,RET-08057,782,0,1
BUR-08058,RET-08058,812,1,2
BUR-08059,RET-08059,651,1,0
BUR-08060,RET-08060,720,1,0
BUR-08061,RET-08061,830,1,0
BUR-08062,RET-08062,358,0,1
BUR-08063,RET-08063,695,1,0
BUR-08064,RET-08064,515,2,0
BUR-08065,RET-08065,717,4,0
BUR-08066,RET-08066,763,2,0
BUR-08067,RET-08067,671,0,0
BUR-08068,RET-08068,664,5,1
BUR-08069,RET-08069,720,2,0
BUR-08070,RET-08070,662,0,0
BUR-08071,RET-08071,712,5,2
BUR-08072,RET-08072,839,2,2
BUR-08073,RET-08073,502,6,0
BUR-08074,RET-08074,795,4,1
BUR-08075,RET-08075,768,0,1
BUR-08076,RET-08076,623,1,1
BUR-08077,RET-08077,691,3,1
BUR-08078,RET-08078,812,1,0
BUR-08079,RET-08079,795,1,0
BUR-08080,RET-08080,806,1,0
BUR-08081,RET-08081,770,3,2
BUR-08082,RET-08082,699,1,0
BUR-08083,RET-08083,693,1,1
BUR-08084,RET-08084,611,2,1
BUR-08085,RET-08085,504,2,0
BUR-08086,RET-08086,834,3,0
BUR-08087,RET-08087,752,1,0
BUR-08088,RET-08088,853,5,0
BUR-08089,RET-08089,765,3,0
BUR-08090,RET-08090,651,4,0
BUR-08091,RET-08091,825,1,1
BUR-08092,RET-08092,704,3,0
BUR-08093,RET-08093,753,2,0
BUR-08094,RET-08094,837,3,0
BUR-08095,RET-08095,559,1,0
BUR-08096,RET-08096,814,2,0
BUR-08097,RET-08097,851,3,0
BUR-08098,RET-08098,595,2,0
BUR-08099,RET-08099,832,2,0
BUR-08100,RET-08100,573,1,0
BUR-08101,RET-08101,605,5,0
BUR-08102,RET-08102,594,2,1
BUR-08103,RET-08103,813,5,1
BUR-08104,RET-08104,812,3,0
BUR-08105,RET-08105,715,0,1
BUR-08106,RET-08106,616,2,0
BUR-08107,RET-08107,808,2,1
BUR-08108,RET-08108,641,3,0
BUR-08109,RET-08109,734,1,1
BUR-08110,RET-08110,819,7,1
BUR-08111,RET-08111,789,2,1
BUR-08112,RET-08112,681,1,1
BUR-08113,RET-08113,633,0,1
BUR-08114,RET-08114,844,2,0
BUR-08115,RET-08115,780,3,1
BUR-08116,RET-08116,798,2,0
BUR-08117,RET-08117,589,2,0
BUR-08118,RET-08118,752,2,3
BUR-08119,RET-08119,604,1,0
BUR-08120,RET-08120,762,1,0
BUR-08121,RET-08121,762,5,1
BUR-08122,RET-08122,846,3,0
BUR-08123,RET-08123,603,2,1
BUR-08124,RET-08124,747,3,0
BUR-08125,RET-08125,533,2,0
BUR-08126,RET-08126,767,0,2
BUR-08127,RET-08127,805,5,0
BUR-08128,RET-08128,693,1,1
BUR-08129,RET-08129,841,2,1
BUR-08130,RET-08130,768,3,0
BUR-08131,RET-08131,647,1,0
BUR-08132,RET-08132,706,0,0
BUR-08133,RET-08133,760,2,0
BUR-08134,RET-08134,784,0,0
BUR-08135,RET-08135,595,2,0
BUR-08136,RET-08136,740,1,0
BUR-08137,RET-08137,700,2,1
BUR-08138,RET-08138,791,1,1
BUR-08139,RET-08139,644,2,0
BUR-08140,RET-08140,694,1,0
BUR-08141,RET-08141,698,2,1
BUR-08142,RET-08142,768,4,1
BUR-08143,RET-08143,614,3,0
BUR-08144,RET-08144,599,1,2
BUR-08145,RET-08145,790,2,0
BUR-08146,RET-08146,813,3,1
BUR-08147,RET-08147,820,0,2
BUR-08148,RET-08148,730,1,0
BUR-08149,RET-08149,812,2,2
BUR-08150,RET-08150,661,0,0
BUR-08151,RET-08151,760,1,2
BUR-08152,RET-08152,812,1,0
BUR-08153,RET-08153,821,2,0
BUR-08154,RET-08154,736,2,1
BUR-08155,RET-08155,741,3,0
BUR-08156,RET-08156,812,2,0
BUR-08157,RET-08157,730,3,0
BUR-08158,RET-08158,742,2,2
BUR-08159,RET-08159,789,1,0
BUR-08160,RET-08160,697,2,0
BUR-08161,RET-08161,501,2,1
BUR-08162,RET-08162,832,3,1
BUR-08163,RET-08163,714,3,1
BUR-08164,RET-08164,876,3,0
BUR-08165,RET-08165,784,3,2
BUR-08166,RET-08166,775,4,0
BUR-08167,RET-08167,674,2,2
BUR-08168,RET-08168,666,1,0
BUR-08169,RET-08169,792,0,1
BUR-08170,RET-08170,577,3,1
BUR-08171,RET-08171,606,2,0
BUR-08172,RET-08172,770,5,0
BUR-08173,RET-08173,843,2,1
BUR-08174,RET-08174,891,3,0
BUR-08175,RET-08175,644,2,0
BUR-08176,RET-08176,813,2,0
BUR-08177,RET-08177,723,2,1
BUR-08178,RET-08178,705,4,1
BUR-08179,RET-08179,809,1,0
BUR-08180,RET-08180,780,0,0
BUR-08181,RET-08181,687,2,0
BUR-08182,RET-08182,637,1,0
BUR-08183,RET-08183,799,1,0
BUR-08184,RET-08184,867,3,1
BUR-08185,RET-08185,833,2,0
BUR-08186,RET-08186,676,2,1
BUR-08187,RET-08187,716,3,1
BUR-08188,RET-08188,793,0,0
BUR-08189,RET-08189,797,0,3
BUR-08190,RET-08190,843,4,1
BUR-08191,RET-08191,813,3,0
BUR-08192,RET-08192,702,0,2
BUR-08193,RET-08193,619,0,2
BUR-08194,RET-08194,685,0,0
BUR-08195,RET-08195,772,2,1
BUR-08196,RET-08196,715,6,0
BUR-08197,RET-08197,855,1,2
BUR-08198,RET-08198,611,5,1
BUR-08199,RET-08199,865,2,0
BUR-08200,RET-08200,654,3,0
BUR-08201,RET-08201,826,3,0
BUR-08202,RET-08202,701,1,0
BUR-08203,RET-08203,758,5,0
BUR-08204,RET-08204,830,4,1
BUR-08205,RET-08205,790,1,1
BUR-08206,RET-08206,703,2,1
BUR-08207,RET-08207,689,1,1
BUR-08208,RET-08208,824,2,1
BUR-08209,RET-08209,553,3,0
BUR-08210,RET-08210,780,3,0
BUR-08211,RET-08211,861,3,1
BUR-08212,RET-08212,727,2,1
BUR-08213,RET-08213,604,1,0
BUR-08214,RET-08214,644,1,0
BUR-08215,RET-08215,751,4,2
BUR-08216,RET-08216,798,3,1
BUR-08217,RET-08217,685,2,0
BUR-08218,RET-08218,881,2,0
BUR-08219,RET-08219,827,2,0
BUR-08220,RET-08220,835,3,0
BUR-08221,RET-08221,595,1,0
BUR-08222,RET-08222,817,3,0
BUR-08223,RET-08223,806,5,0
BUR-08224,RET-08224,838,3,3
BUR-08225,RET-08225,790,3,0
BUR-08226,RET-08226,797,2,1
BUR-08227,RET-08227,577,2,0
BUR-08228,RET-08228,588,0,1
BUR-08229,RET-08229,657,3,0
BUR-08230,RET-08230,787,1,0
BUR-08231,RET-08231,711,0,0
BUR-08232,RET-08232,713,2,0
BUR-08233,RET-08233,590,3,0
BUR-08234,RET-08234,753,0,0
BUR-08235,RET-08235,782,1,0
BUR-08236,RET-08236,777,1,0
BUR-08237,RET-08237,747,1,0
BUR-08238,RET-08238,642,6,0
BUR-08239,RET-08239,856,2,0
BUR-08240,RET-08240,532,1,0
BUR-08241,RET-08241,747,3,0
BUR-08242,RET-08242,689,3,0
BUR-08243,RET-08243,549,2,1
BUR-08244,RET-08244,756,2,0
BUR-08245,RET-08245,879,4,1
BUR-08246,RET-08246,719,1,0
BUR-08247,RET-08247,755,2,0
BUR-08248,RET-08248,700,3,0
BUR-08249,RET-08249,698,2,0
BUR-08250,RET-08250,783,0,1
BUR-08251,RET-08251,864,2,0
BUR-08252,RET-08252,803,0,0
BUR-08253,RET-08253,841,2,2
BUR-08254,RET-08254,631,2,1
BUR-08255,RET-08255,852,1,2
BUR-08256,RET-08256,667,1,1
BUR-08257,RET-08257,781,2,0
BUR-08258,RET-08258,554,2,0
BUR-08259,RET-08259,622,3,1
BUR-08260,RET-08260,730,3,1
BUR-08261,RET-08261,751,1,0
BUR-08262,RET-08262,774,5,0
BUR-08263,RET-08263,736,2,2
BUR-08264,RET-08264,668,0,1
BUR-08265,RET-08265,872,2,1
BUR-08266,RET-08266,762,3,0
BUR-08267,RET-08267,606,2,0
BUR-08268,RET-08268,682,2,1
BUR-08269,RET-08269,750,0,0
BUR-08270,RET-08270,594,2,0
BUR-08271,RET-08271,690,4,0
BUR-08272,RET-08272,574,1,0
BUR-08273,RET-08273,845,2,0
BUR-08274,RET-08274,446,2,0
BUR-08275,RET-08275,781,3,0
BUR-08276,RET-08276,561,2,0
BUR-08277,RET-08277,873,1,0
BUR-08278,RET-08278,696,3,0
BUR-08279,RET-08279,838,1,0
BUR-08280,RET-08280,592,1,0
BUR-08281,RET-08281,888,2,1
BUR-08282,RET-08282,755,2,0
BUR-08283,RET-08283,535,3,1
BUR-08284,RET-08284,521,4,0
BUR-08285,RET-08285,792,5,1
BUR-08286,RET-08286,827,3,0
BUR-08287,RET-08287,724,1,1
BUR-08288,RET-08288,661,3,0
BUR-08289,RET-08289,723,1,0
BUR-08290,RET-08290,730,0,0
BUR-08291,RET-08291,740,1,1
BUR-08292,RET-08292,819,1,1
BUR-08293,RET-08293,676,1,2
BUR-08294,RET-08294,694,4,1
BUR-08295,RET-08295,539,3,0
BUR-08296,RET-08296,540,2,0
BUR-08297,RET-08297,766,3,0
BUR-08298,RET-08298,781,2,1
BUR-08299,RET-08299,825,3,0
BUR-08300,RET-08300,590,1,0
BUR-08301,RET-08301,819,4,0
BUR-08302,RET-08302,860,2,0
BUR-08303,RET-08303,682,0,0
BUR-08304,RET-08304,711,3,2
BUR-08305,RET-08305,623,1,0
BUR-08306,RET-08306,643,1,1
BUR-08307,RET-08307,760,1,2
BUR-08308,RET-08308,714,3,0
BUR-08309,RET-08309,662,0,0
BUR-08310,RET-08310,406,6,1
BUR-08311,RET-08311,793,3,0
BUR-08312,RET-08312,649,2,1
BUR-08313,RET-08313,815,2,0
BUR-08314,RET-08314,651,3,0
BUR-08315,RET-08315,870,0,1
BUR-08316,RET-08316,648,1,0
BUR-08317,RET-08317,591,3,1
BUR-08318,RET-08318,538,2,1
BUR-08319,RET-08319,790,3,0
BUR-08320,RET-08320,799,0,1
BUR-08321,RET-08321,647,0,0
BUR-08322,RET-08322,630,3,1
BUR-08323,RET-08323,787,1,1
BUR-08324,RET-08324,803,2,0
BUR-08325,RET-08325,774,2,0
BUR-08326,RET-08326,875,0,0
BUR-08327,RET-08327,848,1,0
BUR-08328,RET-08328,749,0,1
BUR-08329,RET-08329,703,1,0
BUR-08330,RET-08330,643,1,0
BUR-08331,RET-08331,830,3,0
BUR-08332,RET-08332,653,2,0
BUR-08333,RET-08333,855,1,0
BUR-08334,RET-08334,786,0,0
BUR-08335,RET-08335,694,2,1
BUR-08336,RET-08336,773,0,0
BUR-08337,RET-08337,825,1,0
BUR-08338,RET-08338,740,0,0
BUR-08339,RET-08339,592,6,1
BUR-08340,RET-08340,693,2,1
BUR-08341,RET-08341,835,5,0
BUR-08342,RET-08342,799,4,0
BUR-08343,RET-08343,578,1,0
BUR-08344,RET-08344,794,6,2
BUR-08345,RET-08345,618,4,1
BUR-08346,RET-08346,619,0,0
BUR-08347,RET-08347,825,2,0
BUR-08348,RET-08348,726,4,0
BUR-08349,RET-08349,689,1,1
BUR-08350,RET-08350,653,1,1
BUR-08351,RET-08351,723,1,0
BUR-08352,RET-08352,605,3,1
BUR-08353,RET-08353,577,2,1
BUR-08354,RET-08354,791,0,1
BUR-08355,RET-08355,780,1,1
BUR-08356,RET-08356,642,1,0
BUR-08357,RET-08357,710,3,0
BUR-08358,RET-08358,696,0,0
BUR-08359,RET-08359,741,1,1
BUR-08360,RET-08360,695,0,0
BUR-08361,RET-08361,788,1,1
BUR-08362,RET-08362,753,4,0
BUR-08363,RET-08363,670,1,0
BUR-08364,RET-08364,752,3,1
BUR-08365,RET-08365,775,1,0
BUR-08366,RET-08366,800,2,1
BUR-08367,RET-08367,773,0,1
BUR-08368,RET-08368,626,4,1
BUR-08369,RET-08369,528,1,0
BUR-08370,RET-08370,765,2,1
BUR-08371,RET-08371,738,3,1
BUR-08372,RET-08372,785,1,0
BUR-08373,RET-08373,737,2,2
BUR-08374,RET-08374,823,2,1
BUR-08375,RET-08375,814,2,0
BUR-08376,RET-08376,723,4,0
BUR-08377,RET-08377,723,1,1
BUR-08378,RET-08378,703,3,0
BUR-08379,RET-08379,804,4,1
BUR-08380,RET-08380,741,3,0
BUR-08381,RET-08381,513,3,0
BUR-08382,RET-08382,764,2,0
BUR-08383,RET-08383,632,1,0
BUR-08384,RET-08384,679,4,1
BUR-08385,RET-08385,724,2,0
BUR-08386,RET-08386,729,0,0
BUR-08387,RET-08387,502,1,0
BUR-08388,RET-08388,761,3,1
BUR-08389,RET-08389,698,3,0
BUR-08390,RET-08390,612,2,0
BUR-08391,RET-08391,890,5,1
BUR-08392,RET-08392,653,3,0
BUR-08393,RET-08393,715,0,0
BUR-08394,RET-08394,627,1,0
BUR-08395,RET-08395,673,3,1
BUR-08396,RET-08396,695,1,1
BUR-08397,RET-08397,817,4,1
BUR-08398,RET-08398,723,6,0
BUR-08399,RET-08399,891,4,1
BUR-08400,RET-08400,705,2,1
BUR-08401,RET-08401,723,2,0
BUR-08402,RET-08402,652,3,1
BUR-08403,RET-08403,846,7,0
BUR-08404,RET-08404,821,2,0
BUR-08405,RET-08405,667,2,1
BUR-08406,RET-08406,799,0,0
BUR-08407,RET-08407,811,1,2
BUR-08408,RET-08408,768,0,1
BUR-08409,RET-08409,729,2,1
BUR-08410,RET-08410,821,0,1
BUR-08411,RET-08411,681,1,0
BUR-08412,RET-08412,762,3,0
BUR-08413,RET-08413,763,4,1
BUR-08414,RET-08414,732,1,0
BUR-08415,RET-08415,790,2,1
BUR-08416,RET-08416,693,0,0
BUR-08417,RET-08417,730,1,0
BUR-08418,RET-08418,794,0,0
BUR-08419,RET-08419,838,2,1
BUR-08420,RET-08420,873,1,0
BUR-08421,RET-08421,810,2,1
BUR-08422,RET-08422,772,1,0
BUR-08423,RET-08423,635,3,0
BUR-08424,RET-08424,642,1,0
BUR-08425,RET-08425,695,2,0
BUR-08426,RET-08426,701,2,1
BUR-08427,RET-08427,657,2,0
BUR-08428,RET-08428,818,1,0
BUR-08429,RET-08429,745,0,0
BUR-08430,RET-08430,666,2,1
BUR-08431,RET-08431,826,1,0
BUR-08432,RET-08432,698,5,0
BUR-08433,RET-08433,692,1,0
BUR-08434,RET-08434,521,3,1
BUR-08435,RET-08435,763,2,0
BUR-08436,RET-08436,792,0,0
BUR-08437,RET-08437,696,2,1
BUR-08438,RET-08438,766,5,0
BUR-08439,RET-08439,872,6,1
BUR-08440,RET-08440,842,2,1
BUR-08441,RET-08441,614,1,1
BUR-08442,RET-08442,562,0,0
BUR-08443,RET-08443,716,1,0
BUR-08444,RET-08444,709,3,1
BUR-08445,RET-08445,668,0,0
BUR-08446,RET-08446,868,5,0
BUR-08447,RET-08447,762,0,0
BUR-08448,RET-08448,898,2,0
BUR-08449,RET-08449,688,6,0
BUR-08450,RET-08450,797,2,0
BUR-08451,RET-08451,720,1,0
BUR-08452,RET-08452,743,1,0
BUR-08453,RET-08453,843,0,0
BUR-08454,RET-08454,801,1,0
BUR-08455,RET-08455,849,0,0
BUR-08456,RET-08456,710,1,1
BUR-08457,RET-08457,392,1,0
BUR-08458,RET-08458,880,2,0
BUR-08459,RET-08459,801,1,0
BUR-08460,RET-08460,857,0,1
BUR-08461,RET-08461,891,1,1
BUR-08462,RET-08462,793,0,1
BUR-08463,RET-08463,825,1,0
BUR-08464,RET-08464,848,4,1
BUR-08465,RET-08465,835,0,2
BUR-08466,RET-08466,866,2,0
BUR-08467,RET-08467,762,1,0
BUR-08468,RET-08468,637,3,0
BUR-08469,RET-08469,678,2,0
BUR-08470,RET-08470,680,3,0
BUR-08471,RET-08471,731,2,0
BUR-08472,RET-08472,708,1,0
BUR-08473,RET-08473,643,1,2
BUR-08474,RET-08474,607,1,0
BUR-08475,RET-08475,794,1,0
BUR-08476,RET-08476,773,3,1
BUR-08477,RET-08477,736,0,1
BUR-08478,RET-08478,485,4,0
BUR-08479,RET-08479,649,1,0
BUR-08480,RET-08480,656,3,1
BUR-08481,RET-08481,708,1,0
BUR-08482,RET-08482,688,2,1
BUR-08483,RET-08483,864,2,0
BUR-08484,RET-08484,864,4,0
BUR-08485,RET-08485,616,2,0
BUR-08486,RET-08486,794,4,0
BUR-08487,RET-08487,815,2,0
BUR-08488,RET-08488,872,1,1
BUR-08489,RET-08489,542,1,0
BUR-08490,RET-08490,591,3,0
BUR-08491,RET-08491,639,2,0
BUR-08492,RET-08492,834,3,1
BUR-08493,RET-08493,660,2,0
BUR-08494,RET-08494,786,2,1
BUR-08495,RET-08495,737,1,0
BUR-08496,RET-08496,705,1,2
BUR-08497,RET-08497,686,0,0
BUR-08498,RET-08498,657,1,1
BUR-08499,RET-08499,814,0,0
BUR-08500,RET-08500,767,3,0
BUR-08501,RET-08501,629,0,0
BUR-08502,RET-08502,744,2,0
BUR-08503,RET-08503,785,1,0
BUR-08504,RET-08504,687,5,1
BUR-08505,RET-08505,796,1,0
BUR-08506,RET-08506,856,1,2
BUR-08507,RET-08507,729,0,1
BUR-08508,RET-08508,718,4,1
BUR-08509,RET-08509,593,0,0
BUR-08510,RET-08510,794,3,0
BUR-08511,RET-08511,812,0,1
BUR-08512,RET-08512,774,3,0
BUR-08513,RET-08513,834,1,1
BUR-08514,RET-08514,782,5,0
BUR-08515,RET-08515,696,4,1
BUR-08516,RET-08516,820,1,1
BUR-08517,RET-08517,626,2,1
BUR-08518,RET-08518,877,2,0
BUR-08519,RET-08519,853,3,0
BUR-08520,RET-08520,835,2,0
BUR-08521,RET-08521,699,3,0
BUR-08522,RET-08522,614,0,0
BUR-08523,RET-08523,755,2,2
BUR-08524,RET-08524,859,2,0
BUR-08525,RET-08525,811,2,0
BUR-08526,RET-08526,706,0,0
BUR-08527,RET-08527,726,3,0
BUR-08528,RET-08528,682,5,0
BUR-08529,RET-08529,616,2,3
BUR-08530,RET-08530,671,2,0
BUR-08531,RET-08531,713,5,1
