LOAN_ID,SIMULATED_PD,OFFICER_DECISION,DEFAULT_STATUS,CALCULATED_FOIR,CALCULATED_LTV
LN-HM-08440,0.291,Review,0,0.5222,0.7034
LN-HM-08441,0.6887,Reject,1,0.9142,0.0
LN-HM-08442,0.8702,Reject,1,0.6216,0.9283
LN-HM-08443,0.5483,Reject,1,0.758,0.0
LN-HM-08444,0.3549,Reject,1,0.6352,0.7716
LN-HM-08445,0.545,Reject,0,0.5223,0.7134
LN-HM-08446,0.4543,Reject,0,0.6805,0.9074
LN-HM-08447,0.676,Reject,1,0.7178,0.8599
LN-HM-08448,0.0,Approve,0,0.4955,0.6629
LN-HM-08449,0.1752,Approve,0,0.4774,0.0
LN-HM-08450,0.2365,Reject,0,0.614,0.0
LN-HM-08451,0.591,Reject,0,0.6959,0.6861
LN-HM-08452,0.3478,Review,0,0.521,0.9394
LN-HM-08453,0.2423,Review,1,0.5234,0.0
LN-HM-08454,0.5947,Reject,0,0.6738,0.9456
LN-HM-08455,0.4915,Reject,0,0.638,0.822
LN-HM-08456,0.4113,Reject,0,0.5358,0.6502
LN-HM-08457,0.9056,Reject,0,0.7732,0.0
LN-HM-08458,0.2315,Reject,1,0.5506,0.6596
LN-HM-08459,0.6093,Reject,1,0.7609,0.9213
LN-HM-08460,0.198,Reject,0,0.5869,0.0
LN-HM-08461,0.4499,Reject,0,1.3391,0.0
LN-HM-08462,0.2962,Reject,0,0.6271,0.8434
LN-HM-08463,0.0,Approve,0,0.4797,0.0
LN-HM-08464,0.1909,Reject,0,0.5684,0.0
LN-HM-08465,0.5011,Reject,0,0.6638,0.8
LN-HM-08466,0.0,Approve,0,0.3872,0.8039
LN-HM-08467,0.4257,Reject,1,0.5849,0.939
LN-HM-08468,0.3419,Review,0,0.4499,0.9346
LN-HM-08469,0.7513,Reject,1,0.7873,0.696
LN-HM-08470,0.1748,Approve,0,0.4524,0.6815
LN-HM-08471,0.3404,Review,0,0.525,0.0
LN-HM-08472,0.4458,Reject,0,0.7024,0.8723
LN-HM-08473,0.8504,Reject,1,0.987,0.9258
LN-HM-08474,0.4431,Reject,0,0.5459,0.7353
LN-HM-08475,0.6452,Reject,0,0.8208,0.9011
LN-HM-08476,0.7413,Reject,0,0.7064,0.8414
LN-HM-08477,0.0717,Approve,0,0.446,0.7976
LN-HM-08478,0.4229,Reject,0,0.2636,0.6667
LN-HM-08479,0.885,Reject,0,0.8273,0.8912
LN-HM-08480,0.3975,Reject,0,0.6262,0.8219
LN-HM-08481,0.4489,Reject,1,0.6381,0.6633
LN-HM-08482,0.331,Review,0,0.386,0.87
LN-HM-08483,0.7126,Reject,1,0.6756,0.8116
LN-HM-08484,0.4156,Reject,0,0.7635,0.7093
LN-HM-08485,0.6843,Reject,1,0.8092,0.0
LN-HM-08486,0.2703,Review,0,0.5379,0.6552
LN-HM-08487,0.4007,Reject,0,0.7224,0.7929
LN-HM-08488,0.3524,Reject,0,1.0952,0.0
LN-HM-08489,0.5053,Reject,1,0.3901,0.7408
LN-HM-08490,1.0,Reject,1,0.7372,0.9451
LN-HM-08491,0.3542,Review,1,0.4126,0.0
LN-HM-08492,0.6285,Reject,1,0.9802,0.8301
LN-HM-08493,0.8825,Reject,0,0.871,0.8333
LN-HM-08494,0.0,Approve,0,0.3549,0.75
LN-HM-08495,0.0602,Approve,0,0.4446,0.6867
LN-HM-08496,0.0408,Approve,0,0.4899,0.0
LN-HM-08497,0.5747,Reject,1,0.5814,0.0
LN-HM-08498,0.2749,Review,0,0.4005,0.8217
LN-HM-08499,0.0,Approve,0,0.4364,0.7249
LN-HM-08500,0.4355,Reject,1,0.701,0.0
LN-HM-08501,0.2757,Review,0,0.3115,0.0
LN-HM-08502,0.5233,Reject,1,1.0695,0.0
LN-HM-08503,0.0,Approve,0,0.269,0.7683
LN-HM-08504,0.5707,Reject,1,0.5916,0.6598
LN-HM-08505,0.2556,Review,0,0.5349,0.0
LN-HM-08506,0.1803,Approve,0,0.455,0.9006
LN-HM-08507,0.5626,Reject,1,0.7285,0.7956
LN-HM-08508,0.566,Reject,1,0.6609,0.0
LN-HM-08509,1.0,Reject,1,0.6886,0.8884
LN-HM-08510,0.2841,Review,0,0.5027,0.7707
LN-HM-08511,0.4308,Reject,1,0.6955,0.7597
LN-HM-08512,0.5143,Reject,0,0.7097,0.0
LN-HM-08513,0.4091,Reject,0,0.6113,0.8451
LN-HM-08514,0.2443,Review,0,0.547,0.7556
LN-HM-08515,0.662,Reject,1,0.8497,0.668
LN-HM-08516,0.2946,Reject,0,0.639,0.7763
LN-HM-08517,0.5187,Reject,1,0.5606,0.8663
LN-HM-08518,0.3748,Reject,0,0.9597,0.0
LN-HM-08519,0.4394,Reject,0,0.6467,0.8232
LN-HM-08520,0.2799,Review,0,0.5268,0.759
LN-HM-08521,0.1708,Approve,0,0.3647,0.0
LN-HM-08522,0.7059,Reject,1,0.6552,0.7162
LN-HM-08523,0.4687,Reject,1,0.8861,0.6944
LN-HM-08524,0.3955,Reject,1,0.7414,0.793
LN-HM-08525,0.649,Reject,1,0.7006,0.9452
LN-HM-08526,0.5704,Reject,1,0.7046,0.6769
LN-HM-08527,0.6348,Reject,0,0.7641,0.7247
LN-HM-08528,0.5792,Reject,1,0.5082,0.7692
LN-HM-08529,0.7564,Reject,1,0.7619,0.6684
LN-HM-08530,0.4196,Reject,0,0.3731,0.8945
LN-HM-08531,0.0542,Approve,0,0.4047,0.8529
LN-HM-08532,0.3806,Reject,1,0.755,0.6773
LN-HM-08533,0.6271,Reject,1,0.7833,0.8916
LN-HM-08534,0.4143,Reject,0,0.7673,0.7108
LN-HM-08535,0.7697,Reject,1,0.6391,0.6683
LN-HM-08536,0.7258,Reject,1,0.7277,0.9182
LN-HM-08537,0.457,Reject,1,0.7143,0.6747
LN-HM-08538,0.1668,Review,0,0.5496,0.9119
LN-HM-08539,0.0,Approve,0,0.3575,0.692
LN-HM-08540,0.4547,Reject,1,0.7185,0.0
LN-HM-08541,0.8987,Reject,1,0.6952,0.8987
LN-HM-08542,0.4361,Reject,0,0.5062,0.8965
LN-HM-08543,0.5521,Reject,1,0.5805,0.0
LN-HM-08544,0.4418,Reject,1,0.8366,0.0
LN-HM-08545,0.0,Approve,0,0.4839,0.7333
LN-HM-08546,0.6956,Reject,1,0.719,0.0
LN-HM-08547,0.4855,Reject,0,0.8087,0.7963
LN-HM-08548,0.5344,Reject,1,0.6587,0.6975
LN-HM-08549,0.4988,Reject,0,1.0879,0.0
LN-HM-08550,0.578,Reject,1,0.7949,0.7635
LN-HM-08551,0.1651,Approve,0,0.4311,0.9308
LN-HM-08552,0.9484,Reject,1,0.7365,0.9304
LN-HM-08553,0.661,Reject,0,0.6538,0.7184
LN-HM-08554,0.5825,Reject,0,0.5426,0.7962
LN-HM-08555,1.0,Reject,1,0.7225,0.9271
LN-HM-08556,0.7783,Reject,0,0.7206,0.8252
LN-HM-08557,0.2315,Review,0,0.4949,0.8186
LN-HM-08558,0.461,Reject,0,0.7047,0.732
LN-HM-08559,0.2007,Review,0,0.2613,0.0
LN-HM-08560,0.8914,Reject,1,0.9264,0.9004
LN-HM-08561,0.2842,Reject,0,0.56,0.9278
LN-HM-08562,0.8673,Reject,1,0.6539,0.8348
LN-HM-08563,0.6591,Reject,1,0.6833,0.8814
LN-HM-08564,0.2582,Reject,0,0.5973,0.9162
LN-HM-08565,0.264,Review,1,0.5423,0.0
LN-HM-08566,0.4261,Reject,0,0.6648,0.7595
LN-HM-08567,0.243,Reject,1,0.5948,0.672
LN-HM-08568,0.1517,Approve,0,0.3315,0.8868
LN-HM-08569,0.0,Approve,0,0.426,0.0
LN-HM-08570,0.4334,Reject,1,0.7584,0.6582
LN-HM-08571,0.8302,Reject,1,0.6732,0.9075
LN-HM-08572,0.9315,Reject,1,0.8375,0.7727
LN-HM-08573,0.2236,Reject,0,0.5914,0.7417
LN-HM-08574,0.7055,Reject,1,0.9596,0.7284
LN-HM-08575,0.5199,Reject,1,0.9499,0.0
LN-HM-08576,0.2999,Reject,0,0.5896,0.7275
LN-HM-08577,0.7046,Reject,0,0.517,0.8729
LN-HM-08578,0.0,Approve,0,0.4086,0.0
LN-HM-08579,0.5356,Reject,1,0.7216,0.8644
LN-HM-08580,0.3407,Review,0,0.5375,0.0
LN-HM-08581,0.446,Reject,1,0.3567,0.6611
LN-HM-08582,0.4672,Reject,1,0.7444,0.6961
LN-HM-08583,0.1093,Approve,0,0.3278,0.9223
LN-HM-08584,0.5938,Reject,0,1.0071,0.0
LN-HM-08585,0.5385,Reject,1,0.6788,0.7228
LN-HM-08586,1.0,Reject,1,0.6673,0.9
LN-HM-08587,0.0,Approve,0,0.3947,0.744
LN-HM-08588,0.4015,Reject,1,1.2659,0.0
LN-HM-08589,0.704,Reject,0,0.739,0.0
LN-HM-08590,0.1335,Reject,0,0.5848,0.0
LN-HM-08591,0.1316,Approve,0,0.4477,0.9091
LN-HM-08592,0.1716,Review,1,0.5399,0.7247
LN-HM-08593,0.0,Approve,0,0.4469,0.0
LN-HM-08594,0.5094,Reject,1,1.0189,0.0
LN-HM-08595,0.0,Approve,0,0.4641,0.9239
LN-HM-08596,0.1876,Approve,0,0.3227,0.0
LN-HM-08597,0.0,Approve,0,0.4918,0.0
LN-HM-08598,1.0,Reject,1,0.755,0.8421
LN-HM-08599,0.7395,Reject,1,0.8428,0.7785
LN-HM-08600,0.1824,Approve,0,0.4732,0.8077
LN-HM-08601,0.232,Reject,0,0.56,0.7849
LN-HM-08602,0.4725,Reject,1,0.7741,0.0
LN-HM-08603,0.7643,Reject,1,0.8885,0.0
LN-HM-08604,0.631,Reject,0,0.9507,0.7222
LN-HM-08605,0.2016,Review,0,0.4553,0.0
LN-HM-08606,0.6283,Reject,0,0.8955,0.8455
LN-HM-08607,0.3585,Reject,0,0.417,0.7805
LN-HM-08608,0.0,Approve,0,0.2802,0.7951
LN-HM-08609,0.2485,Reject,0,0.5523,0.0
LN-HM-08610,0.5131,Reject,1,0.6493,0.0
LN-HM-08611,0.5157,Reject,1,0.5288,0.8731
LN-HM-08612,0.5747,Reject,1,0.8379,0.7325
LN-HM-08613,0.2104,Review,0,0.4229,0.6749
LN-HM-08614,0.7014,Reject,1,0.7751,0.6679
LN-HM-08615,0.4097,Reject,1,0.7631,0.7132
LN-HM-08616,0.4817,Reject,1,0.5561,0.8063
LN-HM-08617,0.3834,Reject,1,0.8066,0.6596
LN-HM-08618,0.1685,Reject,0,0.5892,0.0
LN-HM-08619,0.2727,Review,0,0.5072,0.0
LN-HM-08620,0.1575,Approve,0,0.4981,0.843
LN-HM-08621,0.8724,Reject,0,0.6088,0.8328
LN-HM-08622,0.2459,Reject,0,0.6352,0.0
LN-HM-08623,0.6529,Reject,0,0.867,0.8452
LN-HM-08624,0.9941,Reject,1,0.5572,0.8097
LN-HM-08625,0.0,Approve,0,0.3882,0.0
LN-HM-08626,0.5036,Reject,1,0.7623,0.6889
LN-HM-08627,0.4922,Reject,0,0.6506,0.6682
LN-HM-08628,0.0,Approve,0,0.447,0.6985
LN-HM-08629,0.2768,Review,0,0.522,0.66
LN-HM-08630,0.2675,Review,0,0.5497,0.6552
LN-HM-08631,0.3728,Review,1,0.5052,0.7013
LN-HM-08632,0.811,Reject,1,0.8425,0.8214
LN-HM-08633,0.6901,Reject,1,0.8872,0.9164
LN-HM-08634,0.1763,Reject,0,0.577,0.8
LN-HM-08635,0.4203,Reject,0,0.5731,0.8507
LN-HM-08636,0.2227,Review,1,0.5085,0.7029
LN-HM-08637,0.5969,Reject,0,0.9003,0.8208
LN-HM-08638,0.477,Reject,1,0.8728,0.7917
LN-HM-08639,0.5867,Reject,1,0.6459,0.8693
LN-HM-08640,0.2891,Review,0,0.4689,0.8045
LN-HM-08641,0.5885,Reject,1,0.8322,0.7337
LN-HM-08642,0.5023,Reject,1,0.571,0.89
LN-HM-08643,0.1051,Approve,0,0.4498,0.8022
LN-HM-08644,0.4318,Reject,1,0.5828,0.9128
LN-HM-08645,0.0138,Approve,0,0.3165,0.0
LN-HM-08646,0.0673,Approve,0,0.2433,0.0
LN-HM-08647,0.4263,Reject,1,0.5656,0.7108
LN-HM-08648,0.502,Reject,1,0.636,0.7211
LN-HM-08649,0.6262,Reject,1,0.5625,0.8491
LN-HM-08650,0.1796,Approve,0,0.4992,0.0
LN-HM-08651,0.4958,Reject,1,0.9584,0.7914
LN-HM-08652,0.3477,Reject,1,0.66,0.0
LN-HM-08653,0.5966,Reject,1,0.7888,0.6631
LN-HM-08654,0.0429,Approve,0,0.3776,0.8929
LN-HM-08655,0.0,Approve,0,0.4512,0.0
LN-HM-08656,0.0063,Approve,0,0.2638,0.7059
LN-HM-08657,0.4166,Reject,1,0.6777,0.7123
LN-HM-08658,0.0,Approve,0,0.4123,0.766
LN-HM-08659,0.5067,Reject,0,0.5839,0.8525
LN-HM-08660,0.0,Approve,0,0.4219,0.6711
LN-HM-08661,0.0,Approve,0,0.2183,0.0
LN-HM-08662,0.6636,Reject,0,0.8178,0.8089
LN-HM-08663,0.1582,Review,0,0.5306,0.0
LN-HM-08664,1.0,Reject,1,0.8165,0.8598
LN-HM-08665,0.2612,Review,0,0.5134,0.8
LN-HM-08666,0.1371,Approve,0,0.4842,0.0
LN-HM-08667,0.548,Reject,1,0.6399,0.0
LN-HM-08668,0.6773,Reject,0,0.7984,0.7059
LN-HM-08669,0.7093,Reject,1,0.7854,0.0
LN-HM-08670,0.0131,Approve,0,0.4648,0.7108
LN-HM-08671,0.2979,Review,0,0.4891,0.9113
LN-HM-08672,0.2232,Review,1,0.4466,0.8296
LN-HM-08673,0.2607,Review,0,0.5399,0.7674
LN-HM-08674,0.4802,Reject,1,0.8063,0.651
LN-HM-08675,0.5965,Reject,0,0.7764,0.8934
LN-HM-08676,0.4438,Reject,1,0.631,0.7322
LN-HM-08677,0.467,Reject,0,1.245,0.0
LN-HM-08678,0.5074,Reject,1,0.7619,0.9057
LN-HM-08679,0.6416,Reject,1,0.6646,0.7016
LN-HM-08680,0.4036,Reject,0,0.4497,0.912
LN-HM-08681,0.5426,Reject,1,0.7144,0.7545
LN-HM-08682,0.3818,Reject,0,0.5797,0.938
LN-HM-08683,0.2166,Reject,0,0.5525,0.0
LN-HM-08684,0.0078,Approve,0,0.4812,0.7864
LN-HM-08685,0.5461,Reject,0,1.0578,0.7785
LN-HM-08686,0.7594,Reject,1,0.7289,0.7057
LN-HM-08687,0.0623,Approve,0,0.4105,0.0
LN-HM-08688,0.5399,Reject,0,0.6556,0.0
LN-HM-08689,0.33,Reject,0,0.6331,0.0
LN-HM-08690,0.3623,Reject,1,0.6366,0.0
LN-HM-08691,0.0343,Approve,0,0.3666,0.0
LN-HM-08692,0.6807,Reject,0,0.6826,0.791
LN-HM-08693,0.5173,Reject,0,1.0437,0.0
LN-HM-08694,0.3602,Reject,0,1.0627,0.0
LN-HM-08695,0.5378,Reject,0,0.5171,0.6633
LN-HM-08696,0.5225,Reject,0,0.5588,0.651
LN-HM-08697,0.2526,Reject,0,0.6034,0.0
LN-HM-08698,0.4143,Reject,1,0.8708,0.7159
LN-HM-08699,0.1987,Reject,0,0.5785,0.7397
LN-HM-08700,0.0985,Approve,0,0.4342,0.0
LN-HM-08701,0.6566,Reject,0,0.8474,0.8323
LN-HM-08702,0.422,Reject,0,0.8746,0.7872
LN-HM-08703,0.3899,Reject,0,0.815,0.9024
LN-HM-08704,0.4849,Reject,1,0.4549,0.6725
LN-HM-08705,0.2243,Review,0,0.4741,0.9034
LN-HM-08706,0.4947,Reject,0,0.8697,0.7518
LN-HM-08707,0.4886,Reject,1,0.9342,0.7888
LN-HM-08708,0.6769,Reject,1,0.6717,0.8725
LN-HM-08709,0.1541,Approve,0,0.4839,0.6767
LN-HM-08710,0.4302,Reject,1,0.6308,0.8487
LN-HM-08711,0.4722,Reject,0,0.6678,0.7958
LN-HM-08712,0.7168,Reject,1,1.5887,0.0
LN-HM-08713,0.3992,Review,1,0.5417,0.931
LN-HM-08714,0.4213,Reject,1,0.5561,0.0
LN-HM-08715,0.4482,Reject,0,0.5276,0.7151
LN-HM-08716,0.5658,Reject,0,0.5718,0.0
LN-HM-08717,0.8788,Reject,1,0.7143,0.9393
LN-HM-08718,0.0,Approve,0,0.4424,0.0
LN-HM-08719,1.0,Reject,1,0.7253,0.0
LN-HM-08720,0.2886,Reject,0,0.568,0.0
LN-HM-08721,0.0,Approve,0,0.3709,0.76
LN-HM-08722,1.0,Reject,1,0.8386,0.8292
LN-HM-08723,0.5788,Reject,0,0.943,0.6759
LN-HM-08724,0.4348,Reject,1,0.3351,0.6875
LN-HM-08725,0.3806,Reject,1,0.5528,0.8636
LN-HM-08726,0.4758,Reject,1,0.7987,0.7598
LN-HM-08727,0.5684,Reject,1,0.5335,0.839
LN-HM-08728,0.4247,Reject,0,0.5827,0.8545
LN-HM-08729,1.0,Reject,1,0.717,0.9281
LN-HM-08730,0.5691,Reject,0,0.5109,0.8152
LN-HM-08731,0.6067,Reject,0,0.6174,0.93
LN-HM-08732,0.721,Reject,1,1.0971,0.9161
LN-HM-08733,0.4822,Reject,0,0.9842,0.0
LN-HM-08734,1.0,Reject,1,0.6918,0.9106
LN-HM-08735,0.4428,Reject,1,0.8388,0.0
LN-HM-08736,0.2133,Review,0,0.4697,0.6815
LN-HM-08737,0.4987,Reject,1,0.5283,0.8769
LN-HM-08738,0.0182,Approve,0,0.4144,0.6812
LN-HM-08739,0.5588,Reject,1,0.9768,0.7226
LN-HM-08740,0.7239,Reject,1,0.6296,0.0
LN-HM-08741,0.3479,Reject,1,0.6077,0.0
LN-HM-08742,0.4712,Reject,1,0.6042,0.0
LN-HM-08743,0.6123,Reject,0,0.5662,0.9121
LN-HM-08744,0.134,Reject,0,0.5958,0.9296
LN-HM-08745,0.3804,Review,1,0.5021,0.8938
LN-HM-08746,0.9468,Reject,1,0.7038,0.7724
LN-HM-08747,0.3822,Reject,1,0.5568,0.0
LN-HM-08748,0.6615,Reject,1,0.8687,0.8702
LN-HM-08749,0.3917,Review,0,0.4529,0.9097
LN-HM-08750,0.5861,Reject,1,0.5656,0.0
LN-HM-08751,0.4651,Reject,1,0.6438,0.7798
LN-HM-08752,0.9121,Reject,1,0.9221,0.9412
LN-HM-08753,0.7042,Reject,0,0.7634,0.6495
LN-HM-08754,0.0,Approve,0,0.3422,0.0
LN-HM-08755,0.4852,Reject,1,0.4717,0.8402
LN-HM-08756,0.1208,Approve,0,0.4641,0.0
LN-HM-08757,0.4488,Reject,0,0.5907,0.9124
LN-HM-08758,0.5049,Reject,1,0.5861,0.6755
LN-HM-08759,0.528,Reject,1,0.7944,0.661
LN-HM-08760,0.6783,Reject,1,0.8014,0.6538
LN-HM-08761,0.5868,Reject,0,0.6963,0.6765
LN-HM-08762,0.5902,Reject,1,0.7749,0.9258
LN-HM-08763,0.694,Reject,1,0.8067,0.72
LN-HM-08764,0.0,Approve,0,0.2876,0.7478
LN-HM-08765,0.6268,Reject,1,0.3079,0.8144
LN-HM-08766,0.1939,Reject,1,0.618,0.7288
LN-HM-08767,0.0,Approve,0,0.4838,0.6776
LN-HM-08768,0.4598,Reject,1,1.3389,0.0
LN-HM-08769,0.3168,Reject,0,0.5582,0.7254
LN-HM-08770,0.3999,Review,1,0.4608,0.8854
LN-HM-08771,0.0,Approve,0,0.4307,0.0
LN-HM-08772,0.4353,Reject,0,0.6479,0.6879
LN-HM-08773,0.1511,Approve,1,0.4088,0.9429
LN-HM-08774,0.4861,Reject,0,0.7808,0.9395
LN-HM-08775,1.0,Reject,1,0.7415,0.8732
LN-HM-08776,0.0,Approve,0,0.4417,0.0
LN-HM-08777,0.0,Approve,0,0.4752,0.0
LN-HM-08778,0.2401,Review,1,0.3724,0.8038
LN-HM-08779,0.392,Reject,0,0.5802,0.6902
LN-HM-08780,0.0816,Approve,0,0.4335,0.8211
LN-HM-08781,0.4863,Reject,1,0.6255,0.0
LN-HM-08782,0.1927,Approve,0,0.2415,0.0
LN-HM-08783,0.4607,Reject,0,0.6243,0.8449
LN-HM-08784,0.446,Reject,1,0.9154,0.0
LN-HM-08785,0.8519,Reject,1,0.8043,0.7906
LN-HM-08786,0.0005,Approve,0,0.3788,0.675
LN-HM-08787,0.4504,Reject,0,0.7222,0.0
LN-HM-08788,0.6596,Reject,1,0.7654,0.781
LN-HM-08789,0.3775,Reject,0,0.7511,0.0
LN-HM-08790,0.0,Approve,0,0.4931,0.7444
LN-HM-08791,0.1704,Reject,1,0.5738,0.0
LN-HM-08792,0.1321,Approve,0,0.4779,0.875
LN-HM-08793,0.7534,Reject,1,0.6767,0.8654
LN-HM-08794,0.6551,Reject,1,0.7977,0.0
LN-HM-08795,0.6519,Reject,0,1.0005,0.8308
LN-HM-08796,0.514,Reject,0,0.635,0.95
LN-HM-08797,0.9061,Reject,1,0.8398,0.8708
LN-HM-08798,0.7557,Reject,1,0.8206,0.8003
LN-HM-08799,0.7138,Reject,1,0.9389,0.9137
LN-HM-08800,0.0259,Approve,0,0.4987,0.8182
LN-HM-08801,0.3128,Reject,0,0.5534,0.7161
LN-HM-08802,0.9091,Reject,1,1.106,0.0
LN-HM-08803,0.0,Approve,0,0.4056,0.0
LN-HM-08804,0.7899,Reject,1,0.5239,0.6752
LN-HM-08805,0.4178,Reject,0,0.9679,0.0
LN-HM-08806,0.6617,Reject,0,0.802,0.7371
LN-HM-08807,0.5814,Reject,1,1.3873,0.0
LN-HM-08808,0.3945,Reject,0,1.0396,0.0
LN-HM-08809,0.5239,Reject,0,0.5307,0.0
LN-HM-08810,0.4229,Reject,1,0.6441,0.7978
LN-HM-08811,0.2767,Review,0,0.5057,0.839
LN-HM-08812,0.17,Approve,0,0.4572,0.8981
LN-HM-08813,0.523,Reject,0,0.6132,0.7934
LN-HM-08814,0.43,Reject,1,0.6887,0.0
LN-HM-08815,0.6785,Reject,1,0.6916,0.8963
LN-HM-08816,0.5258,Reject,1,0.7949,0.0
LN-HM-08817,0.4194,Reject,1,0.6507,0.0
LN-HM-08818,0.1366,Approve,0,0.2752,0.6614
LN-HM-08819,0.915,Reject,1,0.9034,0.8966
LN-HM-08820,0.33,Reject,0,0.5619,0.6649
LN-HM-08821,0.9991,Reject,1,0.8108,0.0
LN-HM-08822,0.4279,Reject,0,0.6547,0.0
LN-HM-08823,0.5181,Reject,0,1.1031,0.0
LN-HM-08824,0.4901,Reject,1,0.4906,0.68
LN-HM-08825,0.6088,Reject,0,0.7573,0.8303
LN-HM-08826,0.8059,Reject,0,0.5146,0.9457
LN-HM-08827,0.179,Approve,0,0.4135,0.6966
LN-HM-08828,0.0,Approve,0,0.4002,0.7018
LN-HM-08829,0.4247,Reject,1,0.5388,0.0
LN-HM-08830,0.1893,Approve,1,0.44,0.8645
LN-HM-08831,0.6629,Reject,0,0.6322,0.9402
LN-HM-08832,0.7502,Reject,1,0.8856,0.8962
LN-HM-08833,0.6372,Reject,1,0.835,0.8478
LN-HM-08834,0.2606,Review,0,0.2829,0.0
LN-HM-08835,0.5488,Reject,1,0.6313,0.0
LN-HM-08836,0.6286,Reject,1,0.6026,0.8708
LN-HM-08837,0.2257,Review,0,0.5149,0.7201
LN-HM-08838,0.3188,Reject,0,0.6277,0.9013
LN-HM-08839,1.0,Reject,1,0.713,0.8961
LN-HM-08840,0.5366,Reject,1,0.6988,0.717
LN-HM-08841,0.546,Reject,1,0.7407,0.675
LN-HM-08842,0.4687,Reject,1,1.1527,0.0
LN-HM-08843,0.2268,Review,0,0.5358,0.0
LN-HM-08844,0.5629,Reject,0,0.672,0.6687
LN-HM-08845,0.3947,Reject,0,0.8304,0.6773
LN-HM-08846,0.8978,Reject,1,0.7176,0.6654
LN-HM-08847,0.7288,Reject,1,0.8783,0.6683
LN-HM-08848,0.505,Reject,1,0.7475,0.7941
LN-HM-08849,0.6787,Reject,1,0.7823,0.0
LN-HM-08850,0.4798,Reject,1,0.6548,0.888
LN-HM-08851,0.4123,Reject,0,1.252,0.0
LN-HM-08852,0.3505,Reject,1,0.5943,0.7298
LN-HM-08853,0.6803,Reject,1,0.7133,0.8857
LN-HM-08854,0.4167,Reject,0,0.7772,0.6624
LN-HM-08855,0.7193,Reject,1,1.1762,0.0
LN-HM-08856,0.2887,Review,1,0.5326,0.7167
LN-HM-08857,0.2739,Reject,0,0.6017,0.0
LN-HM-08858,0.2386,Review,0,0.4196,0.8328
LN-HM-08859,0.2372,Reject,0,0.6342,0.0
LN-HM-08860,0.0,Approve,0,0.4898,0.0
LN-HM-08861,0.5815,Reject,1,0.987,0.6923
LN-HM-08862,0.6896,Reject,0,0.9759,0.0
LN-HM-08863,0.0482,Approve,0,0.3844,0.0
LN-HM-08864,0.4972,Reject,1,1.0151,0.7497
LN-HM-08865,0.9595,Reject,1,0.6959,0.8742
LN-HM-08866,0.2596,Review,1,0.3108,0.6538
LN-HM-08867,0.7722,Reject,1,0.6874,0.0
LN-HM-08868,0.4772,Reject,0,0.8697,0.6941
LN-HM-08869,0.3037,Reject,1,0.5703,0.0
LN-HM-08870,0.472,Reject,1,0.3961,0.0
LN-HM-08871,0.2429,Review,0,0.4226,0.8478
LN-HM-08872,0.0,Approve,0,0.2909,0.9115
LN-HM-08873,0.4927,Reject,1,1.5822,0.0
LN-HM-08874,0.03,Approve,0,0.4774,0.6602
LN-HM-08875,0.5256,Reject,1,0.4844,0.0
LN-HM-08876,0.7129,Reject,1,0.8273,0.7861
LN-HM-08877,0.4726,Reject,0,0.7257,0.0
LN-HM-08878,0.4694,Reject,0,0.8536,0.6821
LN-HM-08879,0.1764,Reject,1,0.6168,0.7002
LN-HM-08880,0.0,Approve,0,0.3015,0.9275
LN-HM-08881,0.5135,Reject,0,0.3981,0.0
LN-HM-08882,0.3862,Reject,1,0.5829,0.9275
LN-HM-08883,0.4256,Reject,0,0.363,0.8988
LN-HM-08884,0.395,Reject,1,0.8397,0.6657
LN-HM-08885,0.2242,Reject,0,0.6071,0.7077
LN-HM-08886,0.8778,Reject,1,0.715,0.8479
LN-HM-08887,0.4055,Reject,0,0.8144,0.7083
LN-HM-08888,0.0,Approve,0,0.4046,0.6909
LN-HM-08889,0.333,Review,0,0.5217,0.662
LN-HM-08890,0.8503,Reject,0,0.6733,0.8065
LN-HM-08891,0.5089,Reject,1,0.6303,0.8831
LN-HM-08892,0.2648,Reject,0,0.5731,0.0
LN-HM-08893,1.0,Reject,1,0.693,0.8134
LN-HM-08894,0.0,Approve,0,0.4304,0.0
LN-HM-08895,0.0696,Approve,0,0.2908,0.9483
LN-HM-08896,0.8169,Reject,1,0.6075,0.6898
LN-HM-08897,0.1841,Approve,0,0.4566,0.0
LN-HM-08898,0.5187,Reject,1,0.728,0.7306
LN-HM-08899,0.6284,Reject,0,0.4844,0.8009
LN-HM-08900,0.1646,Approve,1,0.351,0.0
LN-HM-08901,0.71,Reject,1,0.6676,0.653
LN-HM-08902,0.4222,Reject,0,0.9674,0.7189
LN-HM-08903,0.9952,Reject,1,0.9015,0.8508
LN-HM-08904,0.4121,Reject,0,0.5676,0.9135
LN-HM-08905,0.6995,Reject,0,0.5088,0.0
LN-HM-08906,0.4444,Reject,0,0.6013,0.8864
LN-HM-08907,0.5054,Reject,1,0.5939,0.6509
LN-HM-08908,0.7172,Reject,0,0.6645,0.8167
LN-HM-08909,0.0811,Approve,0,0.4975,0.0
LN-HM-08910,0.3038,Review,0,0.5386,0.7063
LN-HM-08911,0.0718,Approve,0,0.3353,0.7526
LN-HM-08912,0.5367,Reject,0,0.6184,0.8645
LN-HM-08913,0.0,Approve,0,0.4775,0.0
LN-HM-08914,0.7781,Reject,1,0.7504,0.8326
LN-HM-08915,0.2874,Reject,1,0.6308,0.9318
LN-HM-08916,0.1825,Approve,0,0.3558,0.9014
